,pq_#,po_/_so_#,asn/dn_#,country,fulfill_via,vendor_inco_term,sub_classification,unit_of_measure_(per_pack),line_item_quantity,line_item_value,pack_price,unit_price,first_line_designation,freight_cost_(usd),shipment_mode,line_item_insurance_(usd),days_to_process
6337,FPQ-12093,SCMS-189060,ASN-20768,"Congo, DRC",Direct Drop,FCA,Pediatric,300,60,1849.2,30.82,0.1,Yes,1573.41,Air,2.29,213
6338,FPQ-13874,SCMS-232310,ASN-25541,Rwanda,Direct Drop,EXW,HIV test,1,5994,146853.0,24.5,24.5,Yes,53102.22,Air,150.96,47
6339,FPQ-4891,SCMS-64780,ASN-6978,Nigeria,Direct Drop,EXW,HIV test,100,2334,186720.0,80.0,0.8,Yes,21654.06,Air,402.57,154
6340,FPQ-13524,SCMS-226260,ASN-26929,Vietnam,Direct Drop,EXW,Adult,30,22752,238896.0,10.5,0.35,Yes,4964.6,Air,245.59,176
6341,FPQ-4509,SCMS-56640,ASN-6775,Côte d'Ivoire,Direct Drop,CIP,Pediatric,60,1888,17936.0,9.5,0.16,Yes,824.37,Air,38.67,190
6342,FPQ-5065,SCMS-65030,ASN-6208,Vietnam,Direct Drop,EXW,Adult,30,252,3276.0,13.0,0.43,Yes,436.62,Air,7.06,44
6343,FPQ-8396,SCMS-122250,ASN-12401,Cameroon,Direct Drop,EXW,HIV test,100,20,7000.0,350.0,3.5,Yes,1222.56,Air,11.55,45
6344,FPQ-6262,SCMS-83790,ASN-9182,South Africa,Direct Drop,DDP,Pediatric,30,22920,54778.8,2.39,0.08,Yes,4429.37,Ocean,118.1,122
6345,FPQ-10128,SCMS-151610,ASN-16495,Cameroon,Direct Drop,EXW,HIV test,100,30,3347.4,111.58,1.12,Yes,Invoiced Separately,Air,4.69,104
6346,FPQ-13969,SCMS-239231,ASN-27940,Zimbabwe,Direct Drop,EXW,Pediatric,60,204713,736966.8,3.6,0.06,Yes,22059.25,Ocean,757.6,209
6347,FPQ-5094,SCMS-68490,ASN-7260,Vietnam,Direct Drop,EXW,Adult,60,24349,267839.0,11.0,0.18,Yes,11838.56,Air,577.46,108
6348,FPQ-7427,SCMS-105500,ASN-12079,Vietnam,Direct Drop,EXW,Adult,60,7000,17010.0,2.43,0.04,Yes,6015.18,Air,28.07,202
6349,FPQ-9576,SCMS-145310,ASN-16124,Vietnam,Direct Drop,EXW,Adult,60,2335,21832.25,9.35,0.16,No,See ASN-16124 (ID#:20321),Air,30.61,174
6350,FPQ-15006,SCMS-260720,ASN-31432,Mali,Direct Drop,CIP,HIV test - Ancillary,1,33,825.0,25.0,25.0,Yes,Freight Included in Commodity Cost,Air,0.85,282
6351,FPQ-9001,SCMS-131700,ASN-14757,Vietnam,Direct Drop,EXW,Adult,30,27608,389272.8,14.1,0.47,No,See ASN-14757 (ID#:30618),Air,545.76,152
6352,FPQ-7427,SCMS-105540,ASN-11855,Vietnam,Direct Drop,EXW,Adult,60,9751,79958.2,8.2,0.14,No,See ASN-11855 (ID#:69871),Air,131.93,174
6353,FPQ-12714,SCMS-204990,ASN-22826,Côte d'Ivoire,Direct Drop,FCA,Adult,60,3000,20550.0,6.85,0.11,Yes,6020.48,Air,25.42,125
6354,FPQ-5303,SCMS-68980,ASN-7688,South Africa,Direct Drop,DDP,Adult,60,16999,43007.47,2.53,0.04,Yes,1791.42,Air,92.72,186
6355,FPQ-12522,SCMS-199289,ASN-28034,South Africa,Direct Drop,DDP,Adult,60,239,7826.72,32.75,0.55,No,Freight Included in Commodity Cost,Truck,9.68,414
6356,FPQ-11828,SCMS-183950,ASN-19166,South Africa,Direct Drop,DDP,Adult,60,337,1357.12,4.03,0.07,No,Freight Included in Commodity Cost,Truck,1.68,29
6357,FPQ-10089,SCMS-149400,ASN-15431,Uganda,Direct Drop,EXW,Adult,120,15321,390685.5,25.5,0.21,Yes,17405.65,Air,547.74,41
6358,FPQ-9823,SCMS-147570,ASN-16723,Côte d'Ivoire,Direct Drop,EXW,HIV test,100,3100,248000.0,80.0,0.8,Yes,29742.64,Air,347.7,179
6359,FPQ-12522,SCMS-199283,ASN-27980,South Africa,Direct Drop,DDP,Adult,30,7,153.07,21.87,0.73,No,Freight Included in Commodity Cost,Truck,0.19,412
6360,FPQ-8327,SCMS-123880,ASN-14080,Côte d'Ivoire,Direct Drop,CIP,Pediatric,180,2052,34801.92,16.96,0.09,Yes,1416.03,Air,57.42,215
6361,FPQ-10223,SCMS-152950,ASN-16590,Rwanda,Direct Drop,EXW,Adult,60,40000,175600.0,4.39,0.07,Yes,36677.08,Air,246.19,109
6362,FPQ-5792,SCMS-75810,ASN-9743,Rwanda,Direct Drop,EXW,HIV test,100,5000,388500.0,77.7,0.78,Yes,15367.03,Air,837.61,255
6363,FPQ-9874,SCMS-147580,ASN-17837,Côte d'Ivoire,Direct Drop,EXW,HIV test,20,2424,70296.0,29.0,1.45,Yes,7811.66,Air,98.55,285
6364,FPQ-7469,SCMS-106490,ASN-11850,Vietnam,Direct Drop,FCA,Adult,120,1049,86227.8,82.2,0.68,Yes,5487.53,Air,142.28,176
6365,FPQ-5317,SCMS-69730,ASN-8448,Vietnam,Direct Drop,EXW,Adult,30,48235,207410.5,4.3,0.14,Yes,11372.45,Air,447.18,232
6366,FPQ-14314,SCMS-242450,ASN-29195,Haiti,Direct Drop,CIP,Adult,60,161,8935.5,55.5,0.92,Yes,Freight Included in Commodity Cost,Air,9.19,187
6367,FPQ-11103,SCMS-170610,ASN-18066,"Congo, DRC",Direct Drop,FCA,Pediatric,60,60,356.4,5.94,0.1,Yes,707.19,Air,0.44,98
6368,FPQ-3560,SCMS-49671,ASN-5052,South Africa,Direct Drop,DDP,Pediatric,300,1250,58731.4,46.99,0.16,Yes,Freight Included in Commodity Cost,Truck,115.11,96
6369,FPQ-5837,SCMS-80710,ASN-7974,Uganda,Direct Drop,DDU,Adult,120,50,4199.01,83.98,0.7,Yes,435,Air,9.05,68
6370,FPQ-12458,SCMS-196571,ASN-22752,Nigeria,Direct Drop,EXW,HIV test,20,5439,174048.0,32.0,1.6,Yes,9634.16,Air,215.3,193
6371,FPQ-14689,SCMS-253430,ASN-28398,Namibia,Direct Drop,EXW,Adult,30,21050,73675.0,3.5,0.12,Yes,8683.99,Air,75.74,75
6372,FPQ-7649,SCMS-108900,ASN-13724,Haiti,Direct Drop,CIP,Pediatric,180,255,4324.8,16.96,0.09,Yes,290,Air,7.14,322
6373,FPQ-12522,SCMS-199283,ASN-27976,South Africa,Direct Drop,DDP,Adult,60,328,3230.11,9.85,0.16,No,Freight Included in Commodity Cost,Truck,4.0,412
6374,FPQ-9905,SCMS-148310,ASN-18001,Zimbabwe,Direct Drop,FCA,Pediatric,300,1021,31467.22,30.82,0.1,Yes,13257.79,Air,44.12,289
6375,FPQ-11103,SCMS-170610,ASN-18067,"Congo, DRC",Direct Drop,FCA,Pediatric,60,24,142.56,5.94,0.1,Yes,767.87,Air,0.18,117
6376,FPQ-7679,SCMS-109960,ASN-11272,Namibia,Direct Drop,EXW,HIV test,100,100,7770.0,77.7,0.78,Yes,677.37,Air,12.82,55
6377,FPQ-12590,SCMS-210430,ASN-22715,Haiti,Direct Drop,FCA,Adult,120,1865,36031.8,19.32,0.16,Yes,3222.27,Air,44.57,114
6378,FPQ-10654,SCMS-161700,ASN-16882,Cameroon,Direct Drop,EXW,Adult,60,62219,520773.03,8.37,0.14,Yes,60840.32,Air,730.12,73
6379,FPQ-6645,SCMS-92600,ASN-9740,Botswana,Direct Drop,EXW,HIV test,25,40,800.0,20.0,0.8,Yes,706.18,Air,1.32,111
6380,FPQ-13973,SCMS-238555,ASN-29257,South Africa,Direct Drop,DDP,Adult,30,125,1949.5,15.6,0.52,No,Freight Included in Commodity Cost,Truck,2.0,189
6381,FPQ-4484,SCMS-56481,ASN-5619,Côte d'Ivoire,Direct Drop,EXW,HIV test,100,3500,245000.0,70.0,0.7,Yes,12506.12,Air,528.22,84
6382,FPQ-15568,SCMS-275710,ASN-31390,Botswana,Direct Drop,EXW,Adult,30,34735,362286.05,10.43,0.35,Yes,21035.49,Air,426.41,147
6383,FPQ-7565,SCMS-107660,ASN-12154,Vietnam,Direct Drop,EXW,Adult,60,18000,26100.0,1.45,0.02,Yes,11311.6,Air,43.06,180
6384,FPQ-6708,SCMS-93510,ASN-11510,South Africa,Direct Drop,DDP,Pediatric,240,8500,18020.0,2.12,0.01,Yes,3530.94,Ocean,29.73,322
6385,FPQ-7175,SCMS-103790,ASN-12624,South Africa,Direct Drop,DDP,Pediatric,240,50000,103000.0,2.06,0.01,Yes,6617.84,Ocean,169.95,260
6386,FPQ-12522,SCMS-199280,ASN-24433,South Africa,Direct Drop,DDP,Pediatric,240,89,2406.5,27.04,0.11,No,Freight Included in Commodity Cost,Truck,2.98,211
6387,FPQ-10811,SCMS-164580,ASN-18662,Vietnam,Direct Drop,EXW,Adult,60,327,4218.3,12.9,0.22,No,See ASN-18662 (ID#:38299),Air,5.22,170
6388,FPQ-7175,SCMS-103930,ASN-12290,South Africa,Direct Drop,DDP,Adult,60,515000,1251450.0,2.43,0.04,Yes,37401.43,Ocean,2064.89,258
6389,FPQ-4854,SCMS-63651,ASN-6747,Rwanda,Direct Drop,FCA,Pediatric,144,148,5429.5,36.69,0.25,Yes,1253.71,Air,11.71,114
6390,FPQ-4720,SCMS-62470,ASN-6341,Vietnam,Direct Drop,EXW,Adult,60,16800,43680.0,2.6,0.04,No,See ASN-6341 (ID#:29298),Air,94.17,452
6391,FPQ-7175,SCMS-103400,ASN-12376,South Africa,Direct Drop,DDP,Adult,60,9829,71751.7,7.3,0.12,Yes,3341.45,Ocean,118.39,257
6392,FPQ-12580,SCMS-199591,ASN-22168,Burundi,Direct Drop,EXW,HIV test,100,1268,101440.0,80.0,0.8,Yes,9802.95,Air,125.48,136
6393,FPQ-7802,SCMS-110050,ASN-11253,Ethiopia,Direct Drop,EXW,Adult,30,100000,624000.0,6.24,0.21,Yes,60713.12,Air,1029.6,39
6394,FPQ-6818,SCMS-98052,ASN-11312,Vietnam,Direct Drop,EXW,Adult,30,1612,10478.0,6.5,0.22,Yes,7457.19,Air,17.29,191
6395,FPQ-7909,SCMS-114990,ASN-12159,Tanzania,Direct Drop,EXW,HIV test,25,10000,200000.0,20.0,0.8,Yes,22523.12,Air,330.0,103
6396,FPQ-12051,SCMS-188651,ASN-24041,Vietnam,Direct Drop,EXW,Adult,30,12000,48000.0,4.0,0.13,No,See ASN-24041 (ID#:34062),Air,59.38,393
6397,FPQ-9259,SCMS-136830,ASN-14647,Tanzania,Direct Drop,EXW,HIV test,20,9250,296000.0,32.0,1.6,Yes,31491.23,Air,414.99,168
6398,FPQ-12812,SCMS-210351,ASN-23948,Nigeria,Direct Drop,EXW,HIV test,100,9258,823962.0,89.0,0.89,Yes,57561.38,Air,1019.24,214
6399,FPQ-13939,SCMS-234720,ASN-26120,Zimbabwe,Direct Drop,EXW,Adult,30,24540,114111.0,4.65,0.16,Yes,20407.95,Air,117.31,76
6400,FPQ-5018,SCMS-65360,ASN-6755,Zimbabwe,Direct Drop,EXW,HIV test,100,1915,137880.0,72.0,0.72,Yes,18212.87,Air,297.27,105
6401,FPQ-4141,SCMS-53261,ASN-5855,Zambia,Direct Drop,EXW,HIV test,100,2282,164304.0,72.0,0.72,Yes,16793.45,Air,322.04,149
6402,FPQ-13214,SCMS-215410,ASN-23875,South Africa,Direct Drop,DDP,Adult,30,152,2218.99,14.6,0.49,No,Freight Included in Commodity Cost,Truck,2.28,60
6403,FPQ-12523,SCMS-199310,ASN-29450,South Africa,Direct Drop,DDP,Adult,60,82,7657.21,93.38,1.56,No,Freight Included in Commodity Cost,Truck,9.47,495
6404,FPQ-13172,SCMS-213410,ASN-22956,South Sudan,Direct Drop,EXW,HIV test,20,444,14208.0,32.0,1.6,Yes,1847.97,Air,14.61,121
6405,FPQ-10531,SCMS-158520,ASN-16853,Zambia,Direct Drop,EXW,HIV test,100,8200,656000.0,80.0,0.8,Yes,69016.63,Air,919.71,71
6406,FPQ-3596,SCMS-50373,ASN-6207,South Africa,Direct Drop,DDP,Adult,60,1130,31894.32,28.23,0.47,Yes,Freight Included in Commodity Cost,Truck,62.51,284
6407,FPQ-9365,SCMS-142230,ASN-14835,Uganda,Direct Drop,CIP,Adult,60,180,9990.0,55.5,0.92,No,See ASN-14835 (ID#:77780),Air,14.01,67
6408,FPQ-8446,SCMS-124890,ASN-13144,Kenya,Direct Drop,EXW,HIV test,20,516,16512.0,32.0,1.6,Yes,2061.8,Air,27.24,121
6409,FPQ-15692,SCMS-274370,ASN-32258,Vietnam,Direct Drop,EXW,Adult,30,5120,51200.0,10.0,0.33,No,See ASN-32258 (ID#:29880),Air,60.26,167
6410,FPQ-9621,SCMS-147120,ASN-15787,Haiti,Direct Drop,FCA,Pediatric,60,216,1596.24,7.39,0.12,Yes,4059.85,Air,2.24,110
6411,FPQ-4011,SCMS-50270,ASN-7216,Rwanda,Direct Drop,CIP,Adult,30,72091,789396.45,10.95,0.36,Yes,73790.43,Air,1547.22,344
6412,FPQ-15692,SCMS-274360,ASN-32782,Vietnam,Direct Drop,EXW,Adult,60,12816,103809.6,8.1,0.13,Yes,Invoiced Separately,Air,122.18,187
6413,FPQ-12522,SCMS-199283,ASN-27975,South Africa,Direct Drop,DDP,Adult,60,1,9.85,9.85,0.16,No,Freight Included in Commodity Cost,Truck,0.01,412
6414,FPQ-14516,SCMS-251680,ASN-29384,Vietnam,Direct Drop,EXW,Adult,30,15840,166320.0,10.5,0.35,No,See ASN-29384 (ID#:33441),Air,170.98,168
6415,FPQ-13125,SCMS-215050,ASN-23877,Côte d'Ivoire,Direct Drop,EXW,HIV test,100,3135,250800.0,80.0,0.8,Yes,16856.6,Air,257.82,97
6416,FPQ-8428,SCMS-123520,ASN-13475,Vietnam,Direct Drop,EXW,Adult,60,14789,117572.55,7.95,0.13,No,See ASN-13475 (ID#:15772),Air,193.99,162
6417,FPQ-12522,SCMS-199289,ASN-28036,South Africa,Direct Drop,DDP,Pediatric,90,75,1952.27,26.03,0.29,No,Freight Included in Commodity Cost,Truck,2.41,414
6418,FPQ-13973,SCMS-238556,ASN-31854,South Africa,Direct Drop,DDP,Adult,60,19,1310.81,68.99,1.15,No,Freight Included in Commodity Cost,Truck,1.35,363
6419,FPQ-16329,SCMS-289120,ASN-33413,Nigeria,Direct Drop,EXW,HIV test,20,1564,50048.0,32.0,1.6,Yes,Invoiced Separately,Air,58.91,95
6420,FPQ-8264,SCMS-121841,ASN-12829,Sudan,Direct Drop,EXW,HIV test - Ancillary,100,4,32.0,8.0,0.08,Yes,878.34,Air,0.05,121
6421,FPQ-13035,SCMS-215370,ASN-24415,South Africa,Direct Drop,DDP,Adult,120,344,7955.07,23.13,0.19,No,Freight Included in Commodity Cost,Truck,9.84,121
6422,FPQ-11285,SCMS-176120,ASN-19476,Haiti,Direct Drop,CIP,Adult,60,120,6660.0,55.5,0.92,Yes,260,Air,8.24,118
6423,FPQ-16001,SCMS-280210,ASN-31750,"Congo, DRC",Direct Drop,EXW,HIV test,20,353,11296.0,32.0,1.6,No,See ASN-31750 (ID#:19272),Air,13.3,142
6424,FPQ-7175,SCMS-103960,ASN-10871,South Africa,Direct Drop,DDP,Adult,60,440000,1069200.0,2.43,0.04,Yes,33865.26,Ocean,1764.18,180
6425,FPQ-14305,SCMS-240830,ASN-27470,Nigeria,Direct Drop,EXW,HIV test,100,5905,525545.0,89.0,0.89,Yes,35747.28,Air,540.26,111
6426,FPQ-11294,SCMS-173130,ASN-19138,Côte d'Ivoire,Direct Drop,EXW,HIV test,100,2943,235440.0,80.0,0.8,Yes,23270.25,Air,291.24,133
6427,FPQ-11427,SCMS-175460,ASN-18603,Tanzania,Direct Drop,EXW,Adult,30,12830,288675.0,22.5,0.75,Yes,8344.86,Air,357.09,98
6428,FPQ-13494,SCMS-225411,ASN-25473,Haiti,Direct Drop,EXW,HIV test,100,4000,400000.0,100.0,1.0,Yes,15230.88,Air,411.2,119
6429,FPQ-13976,SCMS-236070,ASN-28062,Vietnam,Direct Drop,EXW,Adult,60,8500,14620.0,1.72,0.03,No,See ASN-28062 (ID#:14016),Air,15.03,214
6430,FPQ-12540,SCMS-198780,ASN-20861,Tanzania,Direct Drop,EXW,Adult,60,7255,58983.15,8.13,0.14,Yes,4676.61,Air,72.96,86
6431,FPQ-6964,SCMS-96140,ASN-9516,Guatemala,Direct Drop,FCA,Adult,120,188,44639.99,237.45,1.98,Yes,660.3,Air,73.66,64
6432,FPQ-7175,SCMS-104070,ASN-12034,South Africa,Direct Drop,DDP,Adult,60,50326,136886.72,2.72,0.05,Yes,Freight Included in Commodity Cost,Ocean,225.86,271
6433,FPQ-7469,SCMS-106480,ASN-11908,Vietnam,Direct Drop,FCA,Adult,120,4951,406972.2,82.2,0.68,Yes,8108.91,Air,671.5,175
6434,FPQ-14654,SCMS-253260,ASN-28279,"Congo, DRC",Direct Drop,EXW,HIV test,20,41,1312.0,32.0,1.6,No,See ASN-28279 (ID#:13547),Air,1.35,101
6435,FPQ-13973,SCMS-238551,ASN-26882,South Africa,Direct Drop,DDP,Pediatric,90,20,471.74,23.59,0.26,No,Freight Included in Commodity Cost,Truck,0.48,56
6436,FPQ-14942,SCMS-259078,ASN-33470,South Africa,Direct Drop,DDP,Adult,60,14,270.58,19.33,0.32,No,Freight Included in Commodity Cost,Truck,0.28,316
6437,FPQ-14305,SCMS-240830,ASN-27472,Nigeria,Direct Drop,EXW,HIV test,100,5903,525367.0,89.0,0.89,Yes,35117.35,Air,540.08,111
6438,FPQ-14654,SCMS-253260,ASN-28279,"Congo, DRC",Direct Drop,EXW,HIV test,20,34,1088.0,32.0,1.6,No,See ASN-28279 (ID#:13547),Air,1.12,101
6439,FPQ-12806,SCMS-206520,ASN-23388,Côte d'Ivoire,Direct Drop,FCA,Pediatric,60,4400,26136.0,5.94,0.1,Yes,5335.6,Air,32.33,154
6440,FPQ-8741,SCMS-129510,ASN-15328,Rwanda,Direct Drop,CIP,Pediatric,240,7420,14469.0,1.95,0.01,No,See ASN-15328 (ID#:46005),Air,20.29,211
6441,FPQ-8053,SCMS-115810,ASN-11777,Guyana,Direct Drop,EXW,HIV test,20,4588,146816.0,32.0,1.6,Yes,26710.2,Air,242.25,49
6442,FPQ-10349,SCMS-155301,ASN-17317,Nigeria,Direct Drop,EXW,HIV test,20,6042,193344.0,32.0,1.6,Yes,23396.04,Air,271.07,157
6443,FPQ-13602,SCMS-228050,ASN-26518,Côte d'Ivoire,Direct Drop,EXW,HIV test,100,1500,120000.0,80.0,0.8,Yes,8158.8,Air,123.36,154
6444,FPQ-13939,SCMS-240570,ASN-27582,Zimbabwe,Direct Drop,EXW,Adult,30,27053,124984.86,4.62,0.15,Yes,25467.64,Air Charter,128.48,171
6445,FPQ-9001,SCMS-131700,ASN-14757,Vietnam,Direct Drop,EXW,Adult,30,9679,47911.05,4.95,0.16,No,See ASN-14757 (ID#:30618),Air,67.17,152
6446,FPQ-12522,SCMS-199283,ASN-27980,South Africa,Direct Drop,DDP,Adult,60,10,278.26,27.83,0.46,No,Freight Included in Commodity Cost,Truck,0.34,412
6447,FPQ-15221,SCMS-270120,ASN-32420,Mozambique,Direct Drop,CIP,Adult,60,162,8991.0,55.5,0.92,No,Freight Included in Commodity Cost,Air,10.58,261
6448,FPQ-12590,SCMS-210420,ASN-23851,Haiti,Direct Drop,CIP,Adult,60,17,943.5,55.5,0.92,Yes,Freight Included in Commodity Cost,Air,1.17,177
6449,FPQ-15040,SCMS-263670,ASN-30942,Vietnam,Direct Drop,EXW,Adult,30,14000,49700.0,3.55,0.12,No,See ASN-30942 (ID#:19840),Air,51.09,166
6450,FPQ-5535,SCMS-71491,ASN-7427,South Africa,Direct Drop,DDP,Pediatric,90,2,28.33,14.16,0.16,Yes,Freight Included in Commodity Cost,Truck,0.06,53
6451,FPQ-3896,SCMS-48270,ASN-5131,Vietnam,Direct Drop,EXW,Adult,60,27480,65952.0,2.4,0.04,No,See ASN-5131 (ID#:25886),Air,129.27,123
6452,FPQ-6818,SCMS-98053,ASN-11409,Vietnam,Direct Drop,EXW,Adult,60,11594,127534.0,11.0,0.18,Yes,9502.5,Air,210.43,191
6453,FPQ-11417,SCMS-174360,ASN-19383,Vietnam,Direct Drop,EXW,Adult,60,34900,63169.0,1.81,0.03,Yes,11413.52,Air,78.14,138
6454,FPQ-12837,SCMS-204360,ASN-21529,Cameroon,Direct Drop,EXW,Adult,60,7854,51757.86,6.59,0.11,Yes,7032.5,Air,64.02,38
6455,FPQ-10349,SCMS-155321,ASN-17165,Nigeria,Direct Drop,EXW,HIV test,100,1139,101371.0,89.0,0.89,Yes,13117.86,Air,142.12,134
6456,FPQ-13116,SCMS-212410,ASN-23225,Uganda,Direct Drop,EXW,Pediatric,60,6200,24800.0,4.0,0.07,Yes,2905.49,Air,25.49,91
6457,FPQ-12456,SCMS-196560,ASN-21223,Nigeria,Direct Drop,EXW,HIV test,100,3064,272696.0,89.0,0.89,Yes,13383.47,Air,337.32,101
6458,FPQ-4692,SCMS-60730,ASN-6357,Zambia,Direct Drop,EXW,HIV test,20,7200,230400.0,32.0,1.6,Yes,22460.87,Air,496.74,103
6459,FPQ-5535,SCMS-71370,ASN-7373,South Africa,Direct Drop,DDP,Adult,30,140,4039.16,28.85,0.96,No,Freight Included in Commodity Cost,Truck,8.71,42
6460,FPQ-3782,SCMS-47760,ASN-4974,Tanzania,Direct Drop,CIP,Adult,30,6900,163323.0,23.67,0.79,No,See ASN-4974 (ID#:18694),Air,320.11,132
6461,FPQ-10369,SCMS-157220,ASN-16480,Mozambique,Direct Drop,EXW,HIV test,20,427,13664.0,32.0,1.6,Yes,3165.69,Air,19.16,78
6462,FPQ-9636,SCMS-148360,ASN-16560,Haiti,Direct Drop,EXW,Adult,30,35616,126436.8,3.55,0.12,No,See ASN-16560 (ID#:29734),Ocean,177.26,220
6463,FPQ-14942,SCMS-259071,ASN-29597,South Africa,Direct Drop,DDP,Adult,30,7,99.53,14.22,0.47,No,Freight Included in Commodity Cost,Truck,0.1,78
6464,FPQ-5303,SCMS-68951,ASN-7408,South Africa,Direct Drop,DDP,Pediatric,240,11644,34932.0,3.0,0.01,Yes,3283.59,Air,75.31,118
6465,FPQ-4719,SCMS-62250,ASN-6598,Vietnam,Direct Drop,EXW,Adult,30,1344,10080.0,7.5,0.25,Yes,3573.32,Air,21.73,133
6466,FPQ-11915,SCMS-185200,ASN-21425,Mozambique,Direct Drop,EXW,Adult,60,13168,38450.56,2.92,0.05,Yes,3574.24,Air,47.56,231
6467,FPQ-4054,SCMS-51250,ASN-5056,South Africa,Direct Drop,DDP,Adult,30,200,9049.25,45.25,1.51,No,Freight Included in Commodity Cost,Truck,17.74,26
6468,FPQ-8795,SCMS-131110,ASN-14106,Namibia,Direct Drop,EXW,HIV test,100,150,11655.0,77.7,0.78,Yes,840.46,Air,16.34,108
6469,FPQ-9884,SCMS-149100,ASN-15470,"Congo, DRC",Direct Drop,EXW,Malaria,1000,602,15230.6,25.3,0.03,Yes,7393.13,Air,21.35,190
6470,FPQ-11539,SCMS-176931,ASN-20331,South Sudan,Direct Drop,EXW,HIV test - Ancillary,100,115,920.0,8.0,0.08,No,See ASN-20331 (ID#:34113),Air,1.14,239
6471,FPQ-13116,SCMS-220810,ASN-24339,Uganda,Direct Drop,EXW,Pediatric,30,1200,1500.0,1.25,0.04,Yes,896.35,Air,1.54,138
6472,FPQ-10044,SCMS-149130,ASN-15970,"Congo, DRC",Direct Drop,EXW,HIV test,20,292,9344.0,32.0,1.6,Yes,2162.55,Air,13.1,269
6473,FPQ-13939,SCMS-240580,ASN-27030,Zimbabwe,Direct Drop,EXW,Adult,30,28899,134380.35,4.65,0.16,Yes,19557.01,Air Charter,138.14,119
6474,FPQ-6504,SCMS-91720,ASN-9221,Uganda,Direct Drop,EXW,Adult,120,175,15750.0,90.0,0.75,Yes,1333.01,Air,25.99,61
6475,FPQ-11418,SCMS-176160,ASN-19186,Vietnam,Direct Drop,FCA,Adult,120,1114,67753.48,60.82,0.51,Yes,6568.7,Air,83.81,108
6476,FPQ-13035,SCMS-215400,ASN-24362,South Africa,Direct Drop,DDP,Pediatric,300,8,185.0,23.12,0.08,Yes,Freight Included in Commodity Cost,Truck,0.23,120
6477,FPQ-13853,SCMS-235970,ASN-26932,Rwanda,Direct Drop,FCA,Pediatric,60,208,7040.8,33.85,0.56,Yes,957.88,Air,7.24,119
6478,FPQ-3596,SCMS-50361,ASN-5449,South Africa,Direct Drop,DDP,Adult,60,808,8268.79,10.23,0.17,Yes,Freight Included in Commodity Cost,Truck,16.21,154
6479,FPQ-10558,SCMS-160440,ASN-16895,Uganda,Direct Drop,EXW,Adult,30,170,3825.0,22.5,0.75,Yes,1051.5,Air,5.36,77
6480,FPQ-6897,SCMS-100980,ASN-10406,Côte d'Ivoire,Direct Drop,FCA,Adult,120,9517,320722.9,33.7,0.28,Yes,17068.85,Air,529.19,176
6481,FPQ-14895,SCMS-261020,ASN-30367,Haiti,Direct Drop,EXW,Adult,30,56352,197232.0,3.5,0.12,Yes,30046.84,Air,202.75,156
6482,FPQ-8386,SCMS-122650,ASN-12532,Swaziland,Direct Drop,EXW,Adult,30,41700,587970.0,14.1,0.47,Yes,29478.42,Air,970.15,63
6483,FPQ-12050,SCMS-186890,ASN-19772,Tanzania,Direct Drop,FCA,Pediatric,60,765,4544.1,5.94,0.1,Yes,1396.04,Air,5.62,97
6484,FPQ-13155,SCMS-217000,ASN-23738,Côte d'Ivoire,Direct Drop,EXW,Pediatric,100,650,2925.0,4.5,0.04,Yes,1766.56,Air,3.01,129
6485,FPQ-10765,SCMS-162440,ASN-18602,Nigeria,Direct Drop,EXW,HIV test,100,2933,261037.0,89.0,0.89,Yes,26859.39,Air,365.97,166
6486,FPQ-16001,SCMS-280220,ASN-32231,"Congo, DRC",Direct Drop,EXW,HIV test,100,368,29440.0,80.0,0.8,No,See ASN-32231 (ID#:13648),Air,34.65,141
6487,FPQ-11371,SCMS-173110,ASN-18722,Uganda,Direct Drop,EXW,HIV test - Ancillary,100,1000,5000.0,5.0,0.05,No,See ASN-18722 (ID#:71773),Air,6.18,116
6488,FPQ-13939,SCMS-234760,ASN-25888,Zimbabwe,Direct Drop,EXW,Adult,60,7000,15400.0,2.2,0.04,Yes,11814.57,Air Charter,15.83,76
6489,FPQ-6262,SCMS-84200,ASN-9692,South Africa,Direct Drop,DDP,Adult,30,12722,89435.66,7.03,0.23,Yes,6038.22,Ocean,192.82,192
6490,FPQ-12634,SCMS-201920,ASN-21906,Zambia,Direct Drop,EXW,HIV test,100,4000,320000.0,80.0,0.8,Yes,20644.03,Air,395.84,112
6491,FPQ-14895,SCMS-261011,ASN-32760,Haiti,Direct Drop,EXW,Adult,30,4846,87228.0,18.0,0.6,Yes,Invoiced Separately,Air,89.67,307
6492,FPQ-12522,SCMS-199283,ASN-27978,South Africa,Direct Drop,DDP,Adult,60,57,1123.94,19.72,0.33,No,Freight Included in Commodity Cost,Truck,1.39,412
6493,FPQ-4381,SCMS-57610,ASN-5992,Côte d'Ivoire,Direct Drop,FCA,Adult,120,6000,216960.0,36.16,0.3,Yes,10051.89,Air,425.24,95
6494,FPQ-14130,SCMS-239730,ASN-30242,Zambia,Direct Drop,EXW,HIV test,100,6137,490960.0,80.0,0.8,Yes,32728.96,Air,504.71,387
6495,FPQ-12622,SCMS-201212,ASN-25596,Côte d'Ivoire,Direct Drop,EXW,HIV test,25,1400,28700.0,20.5,0.82,Yes,5463.16,Air,35.5,290
6496,FPQ-4054,SCMS-51250,ASN-5056,South Africa,Direct Drop,DDP,Pediatric,30,300,1213.12,4.04,0.13,No,Freight Included in Commodity Cost,Truck,2.38,26
